repo_id,file_path,requested_types,failure_type,details
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ReportWriter_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/COBOLTEST1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ADD_ERROR_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/OtherDataLevels1_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Level88_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Aggregated2_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/OOP_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/NestedStatement_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/INITIATE_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ControlFlow_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ScopeTermination_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ReportReader_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ProcedureDivision_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Aggregated1_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/DanglingElse_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/HELLOWORLD_INCOBOL.cbl,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Level77_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wbgetbal.cbl,DIVIDE_BY_ZERO_RISK,NOT_PROGRAM_AFTER_EXTRACT,IDENTIFICATION DIVISION.\n       PROGRAM-ID. WBGETBAL.\n       ENVIRONMENT DIVISION.\n\n       DATA DIVISION.\n\n      *****************************************************************\n 
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wbgetbal.cbl,DIVIDE_BY_ZERO_RISK,NOT_PROGRAM_AFTER_EXTRACT,IDENTIFICATION DIVISION.\n       PROGRAM-ID. WBGETBAL.\n       ENVIRONMENT DIVISION.\n\n       DATA DIVISION.\n\n      *****************************************************************\n 
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wbgetbal.cbl,DIVIDE_BY_ZERO_RISK,NOT_PROGRAM_AFTER_EXTRACT,IDENTIFICATION DIVISION.\n       PROGRAM-ID. WBGETBAL.\n       ENVIRONMENT DIVISION.\n\n       DATA DIVISION.\n\n      *****************************************************************\n 
