repo_id,file_path,requested_types,failure_type,details
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ReportWriter_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/COBOLTEST1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ADD_ERROR_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/OtherDataLevels1_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Level88_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Aggregated2_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/OOP_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/NestedStatement_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/INITIATE_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ControlFlow_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ScopeTermination_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ReportReader_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/ProcedureDivision_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/HelloWorldPunchcard_V1.cob,MISSING_FILE_STATUS_HANDLING,NOT_PROGRAM_AFTER_EXTRACT,04900     STOP RUN.                                                    00180000\n*> RUNTIME_BUG_START TYPE=MISSING_FILE_STATUS_HANDLING\n 05000     OPEN OUTPUT TEST-OUTPUT.          
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Aggregated1_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/DanglingElse_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/HELLOWORLD_INCOBOL.cbl,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL,seanpm2001_SNU_2D_ProgrammingTools_IDE_COBOL/Level77_V1.cob,,SKIP_NOT_PROGRAM,No PROCEDURE DIVISION
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiaddc.cbl,"WRONG_CALCULATION_LOGIC,MISSING_FILE_STATUS_HANDLING",EXTRACT_FAIL,The code you've provided is a segment of a COBOL program that handles adding a new customer record to a VSAM dataset in a CICS environment. Let's break down the key parts of this c
bhbandam_AZ-Legacy-Engineering,bhbandam_AZ-Legacy-Engineering/wtiaddc.cbl,"WRONG_CALCULATION_LOGIC,MISSING_FILE_STATUS_HANDLING",EXTRACT_FAIL,The provided code is a part of a larger program that handles adding a new customer record to a VSAM dataset (`WBCUSTDB-DD`). The code includes several sections for validating and p
